"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"10.09.2021","181,42","180,70","183,86","179,18","307,77K","0,41%"
"09.09.2021","180,68","177,90","180,68","176,60","325,66K","1,22%"
"08.09.2021","178,50","185,00","185,00","178,30","466,06K","-3,51%"
"07.09.2021","185,00","186,90","187,58","181,80","424,73K","-1,60%"
"06.09.2021","188,00","187,34","189,20","185,02","298,44K","0,52%"
"03.09.2021","187,02","189,98","192,06","185,00","426,21K","-1,56%"
"02.09.2021","189,98","180,00","192,96","179,60","1,62M","11,52%"
"01.09.2021","170,36","171,00","173,90","169,40","438,62K","0,61%"
"31.08.2021","169,32","167,78","172,62","167,28","718,03K","1,01%"
"30.08.2021","167,62","167,88","169,88","164,40","440,31K","-0,10%"
"27.08.2021","167,78","168,22","168,48","165,50","205,62K","-0,15%"
"26.08.2021","168,04","164,98","170,90","163,20","460,05K","1,49%"
"25.08.2021","165,58","165,72","166,40","164,14","229,92K","-0,12%"
"24.08.2021","165,78","166,22","166,88","165,02","178,93K","0,34%"
"23.08.2021","165,22","166,16","167,78","164,20","191,40K","-0,31%"
"20.08.2021","165,74","168,28","168,30","164,38","412,70K","-1,52%"
"19.08.2021","168,30","167,08","168,68","164,58","192,91K","1,02%"
"18.08.2021","166,60","170,14","170,40","166,50","214,89K","-2,58%"
"17.08.2021","171,02","165,50","171,54","164,50","396,75K","3,65%"
"16.08.2021","165,00","168,90","170,50","165,00","279,20K","-2,31%"
"13.08.2021","168,90","167,60","172,88","166,48","197,49K","1,22%"
"12.08.2021","166,86","167,00","168,08","164,74","175,53K","-0,30%"
"11.08.2021","167,36","166,20","168,56","164,08","226,49K","0,72%"
"10.08.2021","166,16","172,60","172,80","166,16","527,03K","-3,40%"
"09.08.2021","172,00","175,00","175,24","170,66","230,12K","-1,22%"
"06.08.2021","174,12","178,30","178,34","173,50","181,80K","-2,31%"
"05.08.2021","178,24","175,88","179,78","174,74","290,57K","1,79%"
"04.08.2021","175,10","175,52","178,00","172,66","244,13K","-0,24%"
"03.08.2021","175,52","177,00","177,38","174,10","411,37K","0,30%"
"02.08.2021","175,00","183,48","183,48","174,60","828,78K","-5,27%"
"30.07.2021","184,74","182,66","184,80","178,64","307,10K","0,40%"
"29.07.2021","184,00","186,00","189,30","182,86","540,02K","0,12%"
"28.07.2021","183,78","183,22","184,06","176,80","669,13K","0,31%"
"27.07.2021","183,22","184,42","184,78","181,22","317,10K","-0,42%"
"26.07.2021","184,00","188,90","188,90","182,34","338,74K","-1,22%"
"23.07.2021","186,28","187,50","189,08","185,86","219,46K","0,13%"
"22.07.2021","186,04","187,30","191,00","185,24","254,14K","0,85%"
"21.07.2021","184,48","188,00","194,24","180,40","415,89K","-1,66%"
"20.07.2021","187,60","186,86","188,80","185,14","399,60K","0,70%"
"19.07.2021","186,30","193,60","194,00","184,64","508,61K","-4,04%"
"16.07.2021","194,14","194,94","197,96","193,50","279,13K","-0,40%"
"15.07.2021","194,92","195,98","197,66","193,12","400,15K","-0,52%"
"14.07.2021","195,94","203,00","203,20","195,50","329,11K","-3,69%"
"13.07.2021","203,45","202,50","206,15","201,30","417,15K","0,79%"
"12.07.2021","201,85","190,20","202,00","190,10","1,03M","7,37%"
"09.07.2021","188,00","189,14","189,88","187,10","220,83K","0,28%"
"08.07.2021","187,48","192,00","193,90","186,82","319,78K","-3,06%"
"07.07.2021","193,40","189,68","193,50","186,86","407,52K","3,25%"
"06.07.2021","187,32","191,90","192,50","187,32","437,75K","-2,39%"
"05.07.2021","191,90","192,62","192,90","189,34","146,93K","0,89%"
"02.07.2021","190,20","189,68","192,80","188,80","264,19K","0,76%"
"01.07.2021","188,76","185,10","190,96","185,10","365,13K","2,02%"
"30.06.2021","185,02","187,38","190,00","182,60","506,27K","-1,77%"
"29.06.2021","188,36","185,00","193,24","185,00","667,81K","1,54%"
"28.06.2021","185,50","179,62","187,60","178,06","504,10K","3,22%"
"25.06.2021","179,72","180,00","184,10","179,00","511,22K","-0,18%"
"24.06.2021","180,04","178,00","182,40","176,54","394,30K","1,15%"
"23.06.2021","178,00","177,10","178,72","173,04","575,11K","0,12%"
"22.06.2021","177,78","182,98","185,96","177,12","356,45K","-3,05%"
"21.06.2021","183,38","183,86","184,62","179,42","256,81K","-0,26%"
"18.06.2021","183,86","182,00","183,86","179,00","889,32K","1,58%"
"17.06.2021","181,00","185,00","186,40","178,22","843,20K","-2,76%"
"16.06.2021","186,14","207,00","211,65","186,00","1,53M","-6,45%"
"15.06.2021","198,98","191,50","204,70","190,90","1,57M","6,53%"
"14.06.2021","186,78","186,20","187,90","182,66","406,46K","0,53%"
"11.06.2021","185,80","174,00","186,50","172,82","674,70K","6,78%"
"10.06.2021","174,00","177,10","178,26","172,58","284,22K","-1,42%"
"09.06.2021","176,50","173,00","178,80","170,80","879,84K","3,22%"
"08.06.2021","171,00","169,28","172,20","168,00","418,03K","0,73%"
"07.06.2021","169,76","170,66","173,68","167,12","454,67K","-0,84%"
"04.06.2021","171,20","164,82","171,20","161,82","516,37K","5,95%"
"02.06.2021","161,58","154,00","161,78","152,80","1,25M","5,35%"
"01.06.2021","153,38","156,12","158,00","152,60","1,83M","-9,10%"
"31.05.2021","168,74","175,00","175,00","168,28","525,99K","-5,51%"
"28.05.2021","178,58","177,70","182,96","174,00","598,75K","1,75%"
"27.05.2021","175,50","165,60","175,50","165,50","1,11M","8,60%"
"26.05.2021","161,60","165,00","168,18","161,60","392,38K","-2,00%"
"25.05.2021","164,90","169,22","173,66","162,10","641,94K","-1,97%"
"24.05.2021","168,22","172,00","172,00","168,10","463,01K","-2,76%"
"21.05.2021","173,00","175,50","176,36","171,46","659,44K","-1,42%"
"20.05.2021","175,50","169,22","176,32","169,20","681,65K","3,81%"
"19.05.2021","169,06","169,00","170,30","166,00","578,88K","-0,55%"
"18.05.2021","170,00","174,50","176,66","167,24","935,85K","-1,00%"
"17.05.2021","171,72","167,00","178,00","165,50","927,41K","4,15%"
"14.05.2021","164,88","159,48","166,76","155,10","614,87K","4,41%"
"13.05.2021","157,92","162,20","164,12","155,74","604,19K","-1,91%"
"12.05.2021","161,00","155,26","170,78","151,78","963,65K","4,37%"
"11.05.2021","154,26","156,96","157,08","151,08","771,29K","-1,53%"
"10.05.2021","156,66","163,00","165,40","156,60","468,42K","-2,97%"
"07.05.2021","161,46","157,00","161,46","156,14","449,91K","3,16%"
"06.05.2021","156,52","160,50","161,28","154,62","773,76K","-3,08%"
"05.05.2021","161,50","168,00","168,42","156,30","772,18K","-4,39%"
"04.05.2021","168,92","175,22","175,80","167,70","591,80K","-2,99%"
"30.04.2021","174,12","175,76","179,74","174,00","480,14K","-0,64%"
"29.04.2021","175,24","175,00","177,00","170,60","524,52K","1,59%"
"28.04.2021","172,50","170,00","174,70","168,60","666,27K","2,50%"
"27.04.2021","168,30","166,00","173,34","166,00","614,50K","-0,40%"
"26.04.2021","168,98","173,48","173,90","165,10","689,76K","-1,26%"
"23.04.2021","171,14","176,98","179,00","167,50","708,62K","-1,36%"
"22.04.2021","173,50","175,70","176,70","172,30","302,26K","0,52%"
"21.04.2021","172,60","173,00","179,96","167,30","735,26K","-0,23%"
"20.04.2021","173,00","178,50","181,20","172,22","571,33K","-2,54%"
"19.04.2021","177,50","178,94","185,10","177,10","685,11K","0,42%"
"16.04.2021","176,76","190,00","192,50","175,00","1,70M","-5,69%"
"15.04.2021","187,42","186,00","188,80","185,02","325,03K","0,89%"
"14.04.2021","185,76","188,50","190,30","184,20","547,45K","-0,40%"
"13.04.2021","186,50","187,20","190,50","185,98","361,86K","0,00%"
"12.04.2021","186,50","185,70","188,10","183,38","391,29K","1,15%"
"09.04.2021","184,38","183,52","192,00","181,60","1,06M","0,75%"
"08.04.2021","183,00","191,78","191,78","182,10","1,18M","-4,57%"
"07.04.2021","191,76","198,22","198,84","191,00","522,39K","-2,70%"
"06.04.2021","197,08","198,98","201,00","194,02","734,97K","1,28%"
"01.04.2021","194,58","190,80","197,78","185,06","1,06M","2,14%"
"31.03.2021","190,50","199,80","203,70","181,50","3,53M","-12,57%"
"30.03.2021","217,90","250,00","251,60","216,80","1,65M","-9,09%"
"29.03.2021","239,70","218,00","243,50","216,00","2,09M","13,07%"
"26.03.2021","212,00","210,00","216,90","209,50","437,11K","1,87%"
"25.03.2021","208,10","219,90","221,90","208,10","740,46K","-4,15%"
"24.03.2021","217,10","219,40","222,40","215,10","480,75K","-1,63%"
"23.03.2021","220,70","218,00","221,00","211,40","589,24K","1,71%"
"22.03.2021","217,00","221,00","221,00","216,80","536,43K","-2,78%"
"19.03.2021","223,20","220,70","227,00","217,90","961,06K","1,13%"
"18.03.2021","220,70","231,00","231,70","220,70","634,37K","-4,46%"
"17.03.2021","231,00","230,00","232,00","223,10","535,62K","0,65%"
"16.03.2021","229,50","233,00","236,10","226,50","418,64K","-0,17%"
"15.03.2021","229,90","231,00","234,60","225,50","523,88K","1,50%"
"12.03.2021","226,50","223,00","235,10","220,30","846,78K","2,49%"
"11.03.2021","221,00","210,50","223,60","206,60","1,20M","5,14%"
